"identificativo_rete";"H_data";"H_norm"
803;0,579380164285695;0,579380164285695
804;1,73505682232151;0,916666666666668
805;1;1
806;0,864973520717927;0,590436283308409
807;0,946394630357186;0,75
810;0,789690082142847;0,484196257020611
812;0,960229717860761;0,655458753541285
813;1;1
814;0,630929753571457;0,5
815;0,630929753571457;0,999999999999999
817;1,89278926071437;0,999999999999999
818;0; 
819;0,579380164285695;0,579380164285695
821;0;0
822;0;0
823;1,21260161928934;0,82772937677064
824;1,26185950714291;0,999999999999996
825;0;0
826;0;0
827;0,511859507142915;0,405639062229567
828;1;1
830;0,630929753571457;0,999999999999999
831;0,946394630357186;0,75
832;1;1
833;1;1
835;1;1
836;0,373303960385887;0,210758096147198
838;1;1
839;1,21260161928934;0,82772937677064
840;1,26185950714291;0,999999999999996
841;1,36005682232151;0,718546354076523
842;0,455485915003595;0,310917507082571
843;0;0
844;0,630929753571457;0,999999999999999
845;1,21260161928934;0,82772937677064
847;1,26185950714291;0,999999999999996
848;1;1
849;1;1
850;0,630929753571457;0,999999999999999
851;0,946394630357186;0,75
852;1,26185950714291;0,999999999999996
853;0,630929753571457;0,999999999999999
854;0,946394630357186;0,75
856;0;0
857;1,21260161928934;0,82772937677064
858;0,630929753571457;0,5
859;0,455485915003595;0,310917507082571
860;0,579380164285695;0,579380164285695
861;0,579380164285695;0,579380164285695
862;0,920619835714305;0,564475467872424
863;0,630929753571457;0,999999999999999
864;1,26185950714291;0,999999999999996
866;1,26185950714291;0,999999999999996
867;0;0
868;0,630929753571457;0,999999999999999
869;1,54180812554614;0,484440351898713
870;1,26185950714291;0,999999999999996
871;1,21260161928934;0,82772937677064
872;1;1
873;0;0
874;0,960229717860761;0,655458753541285
875;0,878347104761853;0,439173552380926
877;1,46497352071793;1
878;1;1
879;0,977180810265668;0,5162649802318
880;0;0
881;0,579380164285695;0,579380164285695
882;0,630929753571457;0,999999999999999
883;1,26185950714291;0,999999999999996
884;1;1
885;0;0
886;0;0
887;1,21260161928934;0,82772937677064
888;1;1
890;0,511859507142915;0,405639062229567
891;0;0
893;0,579380164285695;0,579380164285695
894;0,579380164285695;0,579380164285695
895;0;0
896;0;0
897;0,579380164285695;0,579380164285695
898;0,511859507142915;0,405639062229567
900;0;0
901;1;1
903;1,4206198357143;0,87104906425515
904;1,46497352071793;1
906;0,511859507142915;0,405639062229567
907;0,579380164285695;0,579380164285695
908;1,43917355238093;0,719586776190465
909;1;1
910;0,920619835714305;0,564475467872424
911;0,864973520717927;0,590436283308409
912;1;1
913;1,21260161928934;0,82772937677064
915;0,511859507142915;0,405639062229567
916;0,864973520717927;0,590436283308409
917;1,46497352071793;1
918;0,579380164285695;0,579380164285695
919;0;0
920;0;0
922;0,864973520717927;0,590436283308409
923;0,630929753571457;0,999999999999999
924;0,579380164285695;0,579380164285695
925;1,46497352071793;1
926;1,18612582182337;0,593062910911685
927;0,630929753571457;0,999999999999999
928;0;0
929;1,26185950714291;0,999999999999996
930;1,21260161928934;0,82772937677064
932;0,579380164285695;0,579380164285695
933;1,21030991785715;0,742098128510304
934;0;0
935;0,579380164285695;0,579380164285695
937;1;1
938;0,579380164285695;0,579380164285695
939;1;1
940;0;0
942;0,630929753571457;0,5
943;0;0
945;0,946394630357186;0,75
946;0,946394630357186;0,75
947;1,71958677619046;0,85979338809523
948;1;1
949;1;1
950;1;1
951;1;1
952;0,455485915003595;0,310917507082571
953;1,4107124614063;0,796453035938271
954;0;0
955;0,960229717860761;0,655458753541285
957;1,46497352071793;1
959;1;1
960;0;0
961;1,8435313728608;0,879588001734407
964;1;1
965;0;0
966;0;0
969;0;0
970;1;1
973;1;1
974;1,59097810528386;0,898226517969135
975;0,410118486306518;0,251462998580061
976;0,789690082142847;0,484196257020611
977;0;0
978;0,579380164285695;0,579380164285695
981;1,16240667671243;0,656265789089028
982;0,622365972874449;0,311182986437224
983;1,46497352071793;1
985;1;1
986;1,71958677619046;0,85979338809523
988;1,16240667671243;0,656265789089028
989;1,21260161928934;0,82772937677064
990;0;0
991;1;1
992;0,579380164285695;0,579380164285695
993;0;0
994;1,26185950714291;0,999999999999996
995;1,46497352071793;1
996;0,864973520717927;0,590436283308409
997;1,4206198357143;0,87104906425515
998;0;0
999;0,960229717860761;0,655458753541285
1001;0,579380164285695;0,579380164285695
1002;1,59097810528386;0,898226517969135
1003;0,579380164285695;0,579380164285695
1005;0;0
1006;0,410118486306518;0,251462998580061
1007;0,579380164285695;0,579380164285695
1008;0;0
1009;0,789690082142847;0,484196257020611
1010;0;0
1012;0,630929753571457;0,999999999999999
1013;0;0
1014;1,26185950714291;0,999999999999996
1015;0,977180810265668;0,5162649802318
1016;0,410118486306518;0,251462998580061
1018;0,455485915003595;0,310917507082571
1019;1,4206198357143;0,87104906425515
1020;1,51778926071437;0,801879687409854
1021;1,29306029124152;0,592424507467699
1022;0;0
1025;0,630929753571457;0,999999999999999
1026;0,946394630357186;0,75
1027;1,4206198357143;0,87104906425515
1028;0,511859507142915;0,405639062229567
1029;0,511859507142915;0,405639062229567
1030;0,864973520717927;0,590436283308409
1031;0,579380164285695;0,579380164285695
1032;0,579380164285695;0,579380164285695
1033;0,612601619289344;0,418165660079052
1034;1,13092975357146;0,693426403617272
1035;1;1
1037;0,579380164285695;0,579380164285695
1038;0,894845041071424;0,395623617755886
1039;1,26185950714291;0,999999999999996
1040;0;0
1043;1,13092975357146;0,693426403617272
1045;0,630929753571457;0,999999999999999
1047;1,21260161928934;0,82772937677064
1048;0,579380164285695;0,579380164285695
1049;0;0
1051;1;1
1054;1;1
1055;1,34267232058999;0,758039271119892
1057;0,579380164285695;0,579380164285695
1058;1,13092975357146;0,693426403617272
1060;0,579380164285695;0,579380164285695
1061;1;1
1062;0,960229717860761;0,655458753541285
1063;0,630929753571457;0,999999999999999
1064;0;0
1066;1,4206198357143;0,87104906425515
1068;1;1
1069;0;0
1070;0,920619835714305;0,564475467872424
1071;1;1
1072;1,34267232058999;0,758039271119892
1073;0,630929753571457;0,999999999999999
1074;0,579380164285695;0,579380164285695
1076;1,21260161928934;0,82772937677064
1078;1,72847765214648;0,701215505001879
1079;0,874641572444278;0,332445809796693
1082;0;0
1084;0,946394630357186;0,75
1085;0,630929753571457;0,999999999999999
1087;1,46497352071793;1
1088;0,946394630357186;0,75
1089;0,579380164285695;0,579380164285695
1090;0,511859507142915;0,405639062229567
1091;0;0
1092;0,946394630357186;0,75
1093;0;0
1094;1,46497352071793;1
1095;1,66666666666667;0,833333333333335
1096;0,960229717860761;0,655458753541285
1097;0,511859507142915;0,405639062229567
1098;0,946394630357186;0,75
1099;0,579380164285695;0,579380164285695
1100;1,99098657589297;0,631127812445915
1101;0,630929753571457;0,5
1102;0,630929753571457;0,5
1103;0,946394630357186;0,75
1105;0;0
1106;1,46497352071793;1
1108;2,06794383799478;0,947442758851292
1109;1,5264600547619;0,76323002738095
1110;0;0
1111;0,630929753571457;0,999999999999999
1112;0,630929753571457;0,999999999999999
1113;0;0
1115;0,579380164285695;0,579380164285695
1116;0;0
1117;0,579380164285695;0,579380164285695
1119;1;1
1120;1,10412706875005;0,583333333333333
1121;1,59115947143222;0,759176003468816
1122;1,26185950714291;0,999999999999996
1123;1,26185950714291;0,999999999999996
1124;1,34267232058999;0,758039271119892
1125;1;1
1126;0,579380164285695;0,579380164285695
1127;2,14767822263079;0,774987123843104
1128;0,579380164285695;0,579380164285695
1129;0;0
1131;1,10412706875005;0,583333333333333
1133;0,630929753571457;0,999999999999999
1134;0,579380164285695;0,579380164285695
1136;0;0
1137;0,579380164285695;0,579380164285695
1138;1,3756397265396;0,513270853649779
1140;0,410118486306518;0,251462998580061
1142;0,455485915003595;0,310917507082571
1143;1,59097810528386;0,898226517969135
