"id_net";"sector";"d_agr";"d_altro";"d_comm";"d_ind";"d_serv";"d_tur";"d_multi";"sett_code"
914;"5";0;0;0;0;1;0;0;5
915;"0";0;0;0;0;0;0;0;0
916;"5";0;0;0;0;1;0;0;5
917;"1";1;0;0;0;0;0;0;1
918;"5";0;0;0;0;1;0;0;5
919;"5";0;0;0;0;1;0;0;5
920;"4";0;0;0;1;0;0;0;4
921;"5";0;0;0;0;1;0;0;5
922;"4";0;0;0;1;0;0;0;4
923;"5";0;0;0;0;1;0;0;5
924;"4";0;0;0;1;0;0;0;4
925;"5";0;0;0;0;1;0;0;5
926;"5";0;0;0;0;1;0;0;5
927;"1";1;0;0;0;0;0;0;1
928;"4";0;0;0;1;0;0;0;4
929;"4";0;0;0;1;0;0;0;4
930;"1";1;0;0;0;0;0;0;1
931;"4";0;0;0;1;0;0;0;4
932;"1--6";0;0;0;0;0;0;1;7
933;"5";0;0;0;0;1;0;0;5
934;"5";0;0;0;0;1;0;0;5
935;"5";0;0;0;0;1;0;0;5
936;"5";0;0;0;0;1;0;0;5
937;"4";0;0;0;1;0;0;0;4
938;"5";0;0;0;0;1;0;0;5
939;"5";0;0;0;0;1;0;0;5
940;"4";0;0;0;1;0;0;0;4
941;"4";0;0;0;1;0;0;0;4
942;"1";1;0;0;0;0;0;0;1
943;"1";1;0;0;0;0;0;0;1
944;"1";1;0;0;0;0;0;0;1
945;"5";0;0;0;0;1;0;0;5
946;"5";0;0;0;0;1;0;0;5
947;"5";0;0;0;0;1;0;0;5
948;"5";0;0;0;0;1;0;0;5
949;"1--3";0;0;0;0;0;0;1;7
950;"5";0;0;0;0;1;0;0;5
951;"4";0;0;0;1;0;0;0;4
952;"3";0;0;1;0;0;0;0;3
953;"4";0;0;0;1;0;0;0;4
954;"5";0;0;0;0;1;0;0;5
955;"3--5--6";0;0;0;0;0;0;1;7
956;"5";0;0;0;0;1;0;0;5
957;"4";0;0;0;1;0;0;0;4
958;"4";0;0;0;1;0;0;0;4
959;"5";0;0;0;0;1;0;0;5
960;"4";0;0;0;1;0;0;0;4
961;"5";0;0;0;0;1;0;0;5
962;"3--4";0;0;0;0;0;0;1;7
963;"4";0;0;0;1;0;0;0;4
964;"4";0;0;0;1;0;0;0;4
965;"4--5";0;0;0;0;0;0;1;7
966;"5";0;0;0;0;1;0;0;5
967;"5";0;0;0;0;1;0;0;5
968;"5";0;0;0;0;1;0;0;5
969;"6";0;0;0;0;0;1;0;6
970;"6";0;0;0;0;0;1;0;6
971;"5";0;0;0;0;1;0;0;5
972;"3";0;0;1;0;0;0;0;3
973;"3";0;0;1;0;0;0;0;3
974;"3";0;0;1;0;0;0;0;3
975;"5";0;0;0;0;1;0;0;5
976;"5";0;0;0;0;1;0;0;5
977;"5";0;0;0;0;1;0;0;5
978;"4";0;0;0;1;0;0;0;4
979;"5";0;0;0;0;1;0;0;5
980;"4";0;0;0;1;0;0;0;4
981;"5";0;0;0;0;1;0;0;5
982;"5";0;0;0;0;1;0;0;5
983;"6";0;0;0;0;0;1;0;6
984;"5--6";0;0;0;0;0;0;1;7
985;"5--6";0;0;0;0;0;0;1;7
986;"5";0;0;0;0;1;0;0;5
987;"5";0;0;0;0;1;0;0;5
988;"5";0;0;0;0;1;0;0;5
989;"3";0;0;1;0;0;0;0;3
990;"4--5";0;0;0;0;0;0;1;7
991;"5";0;0;0;0;1;0;0;5
992;"5";0;0;0;0;1;0;0;5
993;"5";0;0;0;0;1;0;0;5
994;"6";0;0;0;0;0;1;0;6
995;"5";0;0;0;0;1;0;0;5
996;"4";0;0;0;1;0;0;0;4
997;"3--5--6";0;0;0;0;0;0;1;7
998;"5";0;0;0;0;1;0;0;5
999;"1";1;0;0;0;0;0;0;1
1000;"5";0;0;0;0;1;0;0;5
1001;"5";0;0;0;0;1;0;0;5
1002;"1";1;0;0;0;0;0;0;1
1003;"4--5";0;0;0;0;0;0;1;7
1004;"5";0;0;0;0;1;0;0;5
1005;"1";1;0;0;0;0;0;0;1
1006;"3";0;0;1;0;0;0;0;3
1007;"1";1;0;0;0;0;0;0;1
1008;"3";0;0;1;0;0;0;0;3
1009;"4";0;0;0;1;0;0;0;4
1010;"4";0;0;0;1;0;0;0;4
1011;"4";0;0;0;1;0;0;0;4
1012;"4";0;0;0;1;0;0;0;4
1013;"5";0;0;0;0;1;0;0;5
1014;"5";0;0;0;0;1;0;0;5
1015;"5";0;0;0;0;1;0;0;5
1016;"4";0;0;0;1;0;0;0;4
1017;"5";0;0;0;0;1;0;0;5
1018;"1--4";0;0;0;0;0;0;1;7
1019;"5";0;0;0;0;1;0;0;5
1020;"5";0;0;0;0;1;0;0;5
1021;"6";0;0;0;0;0;1;0;6
1022;"5";0;0;0;0;1;0;0;5
1023;"5";0;0;0;0;1;0;0;5
1024;"4--5";0;0;0;0;0;0;1;7
1025;"6";0;0;0;0;0;1;0;6
1026;"4";0;0;0;1;0;0;0;4
1027;"4";0;0;0;1;0;0;0;4
1028;"5";0;0;0;0;1;0;0;5
1029;"1";1;0;0;0;0;0;0;1
1030;"5";0;0;0;0;1;0;0;5
1031;"5";0;0;0;0;1;0;0;5
1032;"4";0;0;0;1;0;0;0;4
1033;"4";0;0;0;1;0;0;0;4
1034;"5";0;0;0;0;1;0;0;5
1035;"4";0;0;0;1;0;0;0;4
1036;"5";0;0;0;0;1;0;0;5
1037;"4";0;0;0;1;0;0;0;4
1038;"4";0;0;0;1;0;0;0;4
1039;"1";1;0;0;0;0;0;0;1
1040;"6";0;0;0;0;0;1;0;6
1041;"5";0;0;0;0;1;0;0;5
1042;"5";0;0;0;0;1;0;0;5
1043;"6";0;0;0;0;0;1;0;6
1044;"5";0;0;0;0;1;0;0;5
1045;"1";1;0;0;0;0;0;0;1
1046;"3";0;0;1;0;0;0;0;3
1047;"5";0;0;0;0;1;0;0;5
1048;"5";0;0;0;0;1;0;0;5
1049;"5";0;0;0;0;1;0;0;5
1050;"1";1;0;0;0;0;0;0;1
1051;"4--5";0;0;0;0;0;0;1;7
1052;"1";1;0;0;0;0;0;0;1
1053;"3";0;0;1;0;0;0;0;3
1054;"5";0;0;0;0;1;0;0;5
1055;"5--6";0;0;0;0;0;0;1;7
1056;"4";0;0;0;1;0;0;0;4
1057;"4--5";0;0;0;0;0;0;1;7
1058;"5";0;0;0;0;1;0;0;5
1059;"3";0;0;1;0;0;0;0;3
1060;"1--5";0;0;0;0;0;0;1;7
1061;"5";0;0;0;0;1;0;0;5
1062;"4--5";0;0;0;0;0;0;1;7
1063;"5";0;0;0;0;1;0;0;5
1064;"1";1;0;0;0;0;0;0;1
1065;"6";0;0;0;0;0;1;0;6
1066;"5";0;0;0;0;1;0;0;5
1067;"5";0;0;0;0;1;0;0;5
1068;"4";0;0;0;1;0;0;0;4
1069;"1";1;0;0;0;0;0;0;1
1070;"5";0;0;0;0;1;0;0;5
1071;"5";0;0;0;0;1;0;0;5
1072;"5";0;0;0;0;1;0;0;5
1073;"5";0;0;0;0;1;0;0;5
1074;"5";0;0;0;0;1;0;0;5
1075;"5";0;0;0;0;1;0;0;5
1076;"3--5";0;0;0;0;0;0;1;7
1077;"4";0;0;0;1;0;0;0;4
1078;"1";1;0;0;0;0;0;0;1
1079;"5--6";0;0;0;0;0;0;1;7
1080;"4";0;0;0;1;0;0;0;4
1081;"3";0;0;1;0;0;0;0;3
1082;"4";0;0;0;1;0;0;0;4
1083;"5";0;0;0;0;1;0;0;5
1084;"5";0;0;0;0;1;0;0;5
1085;"4";0;0;0;1;0;0;0;4
1086;"4";0;0;0;1;0;0;0;4
1087;"1";1;0;0;0;0;0;0;1
1088;"5";0;0;0;0;1;0;0;5
1089;"3--5";0;0;0;0;0;0;1;7
1090;"5";0;0;0;0;1;0;0;5
1091;"1";1;0;0;0;0;0;0;1
1092;"5";0;0;0;0;1;0;0;5
1093;"5";0;0;0;0;1;0;0;5
1094;"4--5";0;0;0;0;0;0;1;7
1095;"5";0;0;0;0;1;0;0;5
1096;"5";0;0;0;0;1;0;0;5
1097;"5";0;0;0;0;1;0;0;5
1098;"5";0;0;0;0;1;0;0;5
1099;"5";0;0;0;0;1;0;0;5
1100;"5";0;0;0;0;1;0;0;5
1101;"5";0;0;0;0;1;0;0;5
1102;"5";0;0;0;0;1;0;0;5
1103;"6";0;0;0;0;0;1;0;6
1104;"5";0;0;0;0;1;0;0;5
1105;"4";0;0;0;1;0;0;0;4
1106;"5";0;0;0;0;1;0;0;5
1107;"5";0;0;0;0;1;0;0;5
1108;"5";0;0;0;0;1;0;0;5
1109;"5";0;0;0;0;1;0;0;5
1110;"6";0;0;0;0;0;1;0;6
1111;"5";0;0;0;0;1;0;0;5
1112;"5";0;0;0;0;1;0;0;5
1113;"3";0;0;1;0;0;0;0;3
1114;"1";1;0;0;0;0;0;0;1
1115;"1";1;0;0;0;0;0;0;1
1116;"5";0;0;0;0;1;0;0;5
1117;"3--5--6";0;0;0;0;0;0;1;7
1118;"6";0;0;0;0;0;1;0;6
1119;"5";0;0;0;0;1;0;0;5
1120;"5";0;0;0;0;1;0;0;5
1121;"4";0;0;0;1;0;0;0;4
1122;"5";0;0;0;0;1;0;0;5
1123;"4--5";0;0;0;0;0;0;1;7
1124;"4";0;0;0;1;0;0;0;4
1125;"3--5";0;0;0;0;0;0;1;7
1126;"5";0;0;0;0;1;0;0;5
1127;"1";1;0;0;0;0;0;0;1
1128;"1";1;0;0;0;0;0;0;1
1129;"3--5";0;0;0;0;0;0;1;7
1130;"5";0;0;0;0;1;0;0;5
1131;"4";0;0;0;1;0;0;0;4
1132;"5";0;0;0;0;1;0;0;5
1133;"5";0;0;0;0;1;0;0;5
1134;"5";0;0;0;0;1;0;0;5
1135;"5";0;0;0;0;1;0;0;5
1136;"1";1;0;0;0;0;0;0;1
1137;"5";0;0;0;0;1;0;0;5
1138;"4";0;0;0;1;0;0;0;4
1139;"1";1;0;0;0;0;0;0;1
1140;"5";0;0;0;0;1;0;0;5
1141;"4";0;0;0;1;0;0;0;4
1142;"5";0;0;0;0;1;0;0;5
1143;"5";0;0;0;0;1;0;0;5
1144;"4";0;0;0;1;0;0;0;4
1145;"4";0;0;0;1;0;0;0;4
1146;"3";0;0;1;0;0;0;0;3
1147;"5";0;0;0;0;1;0;0;5
1148;"5";0;0;0;0;1;0;0;5
1149;"4";0;0;0;1;0;0;0;4
1150;"5";0;0;0;0;1;0;0;5
1151;"5";0;0;0;0;1;0;0;5
1152;"5";0;0;0;0;1;0;0;5
1153;"5";0;0;0;0;1;0;0;5
1154;"3";0;0;1;0;0;0;0;3
1155;"1";1;0;0;0;0;0;0;1
1156;"1--4--5";0;0;0;0;0;0;1;7
1157;"6";0;0;0;0;0;1;0;6
1158;"1";1;0;0;0;0;0;0;1
1159;"6";0;0;0;0;0;1;0;6
1160;"1";1;0;0;0;0;0;0;1
1161;"1";1;0;0;0;0;0;0;1
1162;"5";0;0;0;0;1;0;0;5
1163;"6";0;0;0;0;0;1;0;6
1164;"4";0;0;0;1;0;0;0;4
1165;"1";1;0;0;0;0;0;0;1
1166;"6";0;0;0;0;0;1;0;6
1167;"5";0;0;0;0;1;0;0;5
1168;"0";0;0;0;0;0;0;0;0
1169;"4";0;0;0;1;0;0;0;4
1170;"5";0;0;0;0;1;0;0;5
1171;"4";0;0;0;1;0;0;0;4
1172;"4--5";0;0;0;0;0;0;1;7
1173;"4--5";0;0;0;0;0;0;1;7
1174;"5";0;0;0;0;1;0;0;5
1175;"1";1;0;0;0;0;0;0;1
1176;"1";1;0;0;0;0;0;0;1
1177;"4";0;0;0;1;0;0;0;4
1178;"5--6";0;0;0;0;0;0;1;7
1179;"5";0;0;0;0;1;0;0;5
1180;"5";0;0;0;0;1;0;0;5
1181;"5";0;0;0;0;1;0;0;5
1182;"4";0;0;0;1;0;0;0;4
1183;"5";0;0;0;0;1;0;0;5
1184;"5";0;0;0;0;1;0;0;5
1185;"1";1;0;0;0;0;0;0;1
1186;"5";0;0;0;0;1;0;0;5
1187;"5";0;0;0;0;1;0;0;5
1188;"5";0;0;0;0;1;0;0;5
1189;"5";0;0;0;0;1;0;0;5
1190;"5";0;0;0;0;1;0;0;5
1191;"5";0;0;0;0;1;0;0;5
1192;"5";0;0;0;0;1;0;0;5
1193;"5";0;0;0;0;1;0;0;5
1194;"5";0;0;0;0;1;0;0;5
1195;"1";1;0;0;0;0;0;0;1
1196;"5";0;0;0;0;1;0;0;5
1197;"5";0;0;0;0;1;0;0;5
1198;"5";0;0;0;0;1;0;0;5
1199;"4";0;0;0;1;0;0;0;4
1200;"4--5";0;0;0;0;0;0;1;7
1201;"5";0;0;0;0;1;0;0;5
1202;"4";0;0;0;1;0;0;0;4
1203;"4";0;0;0;1;0;0;0;4
1204;"5";0;0;0;0;1;0;0;5
1205;"1";1;0;0;0;0;0;0;1
1206;"3";0;0;1;0;0;0;0;3
1207;"5";0;0;0;0;1;0;0;5
1208;"3";0;0;1;0;0;0;0;3
1209;"5";0;0;0;0;1;0;0;5
1210;"4";0;0;0;1;0;0;0;4
1211;"4";0;0;0;1;0;0;0;4
1212;"4";0;0;0;1;0;0;0;4
1213;"5";0;0;0;0;1;0;0;5
1214;"1";1;0;0;0;0;0;0;1
1215;"3";0;0;1;0;0;0;0;3
1216;"3";0;0;1;0;0;0;0;3
1217;"5";0;0;0;0;1;0;0;5
1218;"5";0;0;0;0;1;0;0;5
1219;"5";0;0;0;0;1;0;0;5
1220;"3";0;0;1;0;0;0;0;3
1221;"3--5";0;0;0;0;0;0;1;7
1222;"5";0;0;0;0;1;0;0;5
1223;"5";0;0;0;0;1;0;0;5
1224;"6";0;0;0;0;0;1;0;6
1225;"5";0;0;0;0;1;0;0;5
1226;"4";0;0;0;1;0;0;0;4
1227;"5";0;0;0;0;1;0;0;5
1228;"5";0;0;0;0;1;0;0;5
1229;"5";0;0;0;0;1;0;0;5
1230;"5";0;0;0;0;1;0;0;5
1231;"5";0;0;0;0;1;0;0;5
1232;"5";0;0;0;0;1;0;0;5
1233;"5";0;0;0;0;1;0;0;5
1234;"5";0;0;0;0;1;0;0;5
1235;"5";0;0;0;0;1;0;0;5
1236;"1";1;0;0;0;0;0;0;1
1237;"4";0;0;0;1;0;0;0;4
1238;"4";0;0;0;1;0;0;0;4
1239;"1";1;0;0;0;0;0;0;1
1240;"5";0;0;0;0;1;0;0;5
1241;"5";0;0;0;0;1;0;0;5
1242;"4";0;0;0;1;0;0;0;4
