"id_net";"sector"
"4953";"AGRICOLTURA/PESCA"
"4954";"INDUSTRIA/ARTIGIANATO"
"4955";"AGRICOLTURA/PESCA"
"4958";"AGRICOLTURA/PESCA"
"4960";"INDUSTRIA/ARTIGIANATO"
"4961";"SERVIZI"
"4963";"SERVIZI"
"4964";"INDUSTRIA/ARTIGIANATO"
"4965";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"4966";"INDUSTRIA/ARTIGIANATO"
"4967";"COMMERCIO"
"4968";"COMMERCIO"
"4970";"INDUSTRIA/ARTIGIANATO"
"4971";"SERVIZI"
"4973";"AGRICOLTURA/PESCA"
"4974";"AGRICOLTURA/PESCA"
"4978";"SERVIZI"
"4979";"SERVIZI"
"4980";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"4982";"INDUSTRIA/ARTIGIANATO"
"4985";"INDUSTRIA/ARTIGIANATO"
"4987";"AGRICOLTURA/PESCA"
"4989";"INDUSTRIA/ARTIGIANATO"
"4991";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"4992";"ALTRO SETTORE-COMMERCIO"
"4993";"INDUSTRIA/ARTIGIANATO"
"4997";"INDUSTRIA/ARTIGIANATO"
"4998";"SERVIZI"
"5000";"AGRICOLTURA/PESCA"
"5001";"INDUSTRIA/ARTIGIANATO"
"5002";"INDUSTRIA/ARTIGIANATO"
"5003";"INDUSTRIA/ARTIGIANATO"
"5004";"AGRICOLTURA/PESCA"
"5005";"SERVIZI"
"5006";"AGRICOLTURA/PESCA"
"5007";"SERVIZI"
"5008";"AGRICOLTURA/PESCA"
"5009";"AGRICOLTURA/PESCA"
"5010";"SERVIZI"
"5012";"INDUSTRIA/ARTIGIANATO-TURISMO"
"5013";"INDUSTRIA/ARTIGIANATO"
"5014";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5015";"SERVIZI"
"5016";"SERVIZI"
"5017";"SERVIZI"
"5018";"INDUSTRIA/ARTIGIANATO"
"5019";"AGRICOLTURA/PESCA"
"5020";"COMMERCIO"
"5022";"INDUSTRIA/ARTIGIANATO"
"5023";"COMMERCIO-SERVIZI"
"5024";"COMMERCIO-SERVIZI"
"5026";"INDUSTRIA/ARTIGIANATO"
"5027";"TURISMO"
"5028";"AGRICOLTURA/PESCA"
"5029";"COMMERCIO"
"5030";"COMMERCIO-TURISMO"
"5032";"AGRICOLTURA/PESCA"
"5035";"ALTRO SETTORE-SERVIZI"
"5037";"AGRICOLTURA/PESCA"
"5039";"COMMERCIO"
"5040";"INDUSTRIA/ARTIGIANATO"
"5041";"SERVIZI"
"5043";"SERVIZI"
"5044";"SERVIZI"
"5045";"SERVIZI"
"5046";"SERVIZI"
"5048";"AGRICOLTURA/PESCA"
"5051";"INDUSTRIA/ARTIGIANATO"
"5052";"SERVIZI"
"5056";"INDUSTRIA/ARTIGIANATO"
"5057";"TURISMO"
"5059";"COMMERCIO-SERVIZI"
"5061";"SERVIZI"
"5062";"INDUSTRIA/ARTIGIANATO"
"5063";"INDUSTRIA/ARTIGIANATO"
"5064";"AGRICOLTURA/PESCA-COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5065";"COMMERCIO-TURISMO"
"5067";"INDUSTRIA/ARTIGIANATO"
"5068";"SERVIZI"
"5070";"SERVIZI"
"5071";"SERVIZI"
"5072";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"5073";"COMMERCIO-TURISMO"
"5074";"COMMERCIO"
"5075";"SERVIZI"
"5076";"INDUSTRIA/ARTIGIANATO"
"5077";"SERVIZI"
"5078";"SERVIZI"
"5080";"SERVIZI"
"5081";"SERVIZI"
"5083";"INDUSTRIA/ARTIGIANATO"
"5084";"SERVIZI"
"5085";"INDUSTRIA/ARTIGIANATO"
"5087";"INDUSTRIA/ARTIGIANATO"
"5088";"INDUSTRIA/ARTIGIANATO"
"5089";"INDUSTRIA/ARTIGIANATO"
"5090";"INDUSTRIA/ARTIGIANATO"
"5091";"COMMERCIO"
"5093";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5094";"SERVIZI"
"5095";"SERVIZI"
"5097";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5098";"AGRICOLTURA/PESCA"
"5099";"INDUSTRIA/ARTIGIANATO"
"5101";"AGRICOLTURA/PESCA"
"5103";"INDUSTRIA/ARTIGIANATO"
"5104";"COMMERCIO"
"5106";"TURISMO"
"5107";"SERVIZI"
"5108";"ALTRO SETTORE-SERVIZI"
"5112";"SERVIZI"
"5113";"SERVIZI"
"5115";"SERVIZI"
"5116";"SERVIZI"
"5118";"INDUSTRIA/ARTIGIANATO"
"5119";"INDUSTRIA/ARTIGIANATO"
"5120";"INDUSTRIA/ARTIGIANATO"
"5121";"INDUSTRIA/ARTIGIANATO"
"5122";"INDUSTRIA/ARTIGIANATO"
"5123";"AGRICOLTURA/PESCA"
"5124";"SERVIZI"
"5125";"INDUSTRIA/ARTIGIANATO"
"5126";"INDUSTRIA/ARTIGIANATO"
"5127";"INDUSTRIA/ARTIGIANATO"
"5130";"COMMERCIO"
"5131";"ALTRO SETTORE"
"5133";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"5134";"SERVIZI"
"5135";"INDUSTRIA/ARTIGIANATO"
"5136";"INDUSTRIA/ARTIGIANATO"
"5138";"SERVIZI"
"5139";"INDUSTRIA/ARTIGIANATO"
"5140";"COMMERCIO"
"5141";"INDUSTRIA/ARTIGIANATO"
"5142";"INDUSTRIA/ARTIGIANATO"
"5143";"INDUSTRIA/ARTIGIANATO"
"5144";"INDUSTRIA/ARTIGIANATO"
"5145";"INDUSTRIA/ARTIGIANATO"
"5146";"INDUSTRIA/ARTIGIANATO"
"5147";"INDUSTRIA/ARTIGIANATO"
"5148";"INDUSTRIA/ARTIGIANATO"
"5149";"SERVIZI"
"5152";"INDUSTRIA/ARTIGIANATO"
"5153";"SERVIZI"
"5154";"SERVIZI"
"5155";"INDUSTRIA/ARTIGIANATO"
"5158";"INDUSTRIA/ARTIGIANATO"
"5159";"INDUSTRIA/ARTIGIANATO"
"5161";"SERVIZI"
"5162";"INDUSTRIA/ARTIGIANATO"
"5163";"AGRICOLTURA/PESCA"
"5164";"SERVIZI"
"5165";"INDUSTRIA/ARTIGIANATO"
"5166";"SERVIZI"
"5167";"INDUSTRIA/ARTIGIANATO"
"5168";"INDUSTRIA/ARTIGIANATO"
"5169";"INDUSTRIA/ARTIGIANATO"
"5171";"SERVIZI"
"5175";"SERVIZI"
"5179";"TURISMO"
"5183";"SERVIZI"
"5184";"SERVIZI"
"5186";"AGRICOLTURA/PESCA"
"5187";"AGRICOLTURA/PESCA"
"5189";"SERVIZI"
"5190";"SERVIZI"
"5191";"SERVIZI"
"5194";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"5195";"AGRICOLTURA/PESCA"
"5196";"INDUSTRIA/ARTIGIANATO"
"5198";"AGRICOLTURA/PESCA"
"5200";"COMMERCIO"
"5201";"COMMERCIO"
"5202";"SERVIZI"
"5204";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5205";"INDUSTRIA/ARTIGIANATO"
"5206";"INDUSTRIA/ARTIGIANATO"
"5207";"AGRICOLTURA/PESCA"
"5208";"SERVIZI"
"5209";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5210";"INDUSTRIA/ARTIGIANATO"
"5211";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5212";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5213";"SERVIZI"
"5214";"COMMERCIO"
"5215";"AGRICOLTURA/PESCA"
"5216";"SERVIZI"
"5217";"ALTRO SETTORE-COMMERCIO-SERVIZI"
"5218";"INDUSTRIA/ARTIGIANATO"
"5221";"SERVIZI"
"5222";"AGRICOLTURA/PESCA"
"5224";"INDUSTRIA/ARTIGIANATO"
"5225";"INDUSTRIA/ARTIGIANATO"
"5226";"AGRICOLTURA/PESCA"
"5230";"INDUSTRIA/ARTIGIANATO"
"5231";"AGRICOLTURA/PESCA"
"5233";"COMMERCIO"
"5234";"INDUSTRIA/ARTIGIANATO"
"5235";"INDUSTRIA/ARTIGIANATO"
"5236";"COMMERCIO"
"5237";"TURISMO"
"5238";"AGRICOLTURA/PESCA"
"5243";"SERVIZI"
"5245";"COMMERCIO"
"5246";"INDUSTRIA/ARTIGIANATO"
"5247";"COMMERCIO-TURISMO"
"5248";"INDUSTRIA/ARTIGIANATO"
"5249";"SERVIZI"
"5252";"SERVIZI"
"5253";"AGRICOLTURA/PESCA-SERVIZI"
"5254";"SERVIZI"
"5255";"AGRICOLTURA/PESCA-COMMERCIO"
"5257";"INDUSTRIA/ARTIGIANATO"
"5258";"INDUSTRIA/ARTIGIANATO"
"5259";"INDUSTRIA/ARTIGIANATO"
"5260";"INDUSTRIA/ARTIGIANATO"
"5262";"INDUSTRIA/ARTIGIANATO"
"5264";"AGRICOLTURA/PESCA"
"5265";"AGRICOLTURA/PESCA-COMMERCIO-SERVIZI"
"5266";"AGRICOLTURA/PESCA"
"5268";"INDUSTRIA/ARTIGIANATO"
"5269";"SERVIZI"
"5270";"AGRICOLTURA/PESCA"
"5271";"SERVIZI"
"5273";"SERVIZI"
"5276";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"5277";"AGRICOLTURA/PESCA"
"5278";"AGRICOLTURA/PESCA"
"5279";"INDUSTRIA/ARTIGIANATO"
"5280";"ALTRO SETTORE-COMMERCIO-SERVIZI"
"5281";"SERVIZI"
"5282";"AGRICOLTURA/PESCA-ALTRO SETTORE-COMMERCIO"
"5283";"AGRICOLTURA/PESCA"
"5284";"SERVIZI"
"5285";"AGRICOLTURA/PESCA"
"5286";"COMMERCIO"
"5287";"INDUSTRIA/ARTIGIANATO"
"5288";"AGRICOLTURA/PESCA"
"5289";"INDUSTRIA/ARTIGIANATO"
"5290";"ALTRO SETTORE"
"5292";"AGRICOLTURA/PESCA"
"5293";"INDUSTRIA/ARTIGIANATO"
"5294";"INDUSTRIA/ARTIGIANATO"
"5295";"INDUSTRIA/ARTIGIANATO"
"5296";"INDUSTRIA/ARTIGIANATO"
"5297";"AGRICOLTURA/PESCA-COMMERCIO"
"5299";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5300";"SERVIZI-TURISMO"
"5301";"SERVIZI"
"5302";"SERVIZI"
"5303";"SERVIZI"
"5304";"INDUSTRIA/ARTIGIANATO"
"5305";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"5307";"INDUSTRIA/ARTIGIANATO"
"5308";"SERVIZI"
"5310";"SERVIZI"
"5311";"INDUSTRIA/ARTIGIANATO"
"5312";"SERVIZI"
"5313";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5314";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5315";"SERVIZI"
"5316";"INDUSTRIA/ARTIGIANATO"
"5318";"AGRICOLTURA/PESCA"
"5320";"INDUSTRIA/ARTIGIANATO"
"5321";"INDUSTRIA/ARTIGIANATO"
"5322";"INDUSTRIA/ARTIGIANATO"
"5324";"SERVIZI"
"5326";"INDUSTRIA/ARTIGIANATO"
"5327";"INDUSTRIA/ARTIGIANATO"
"5328";"INDUSTRIA/ARTIGIANATO"
"5329";"AGRICOLTURA/PESCA"
"5330";"INDUSTRIA/ARTIGIANATO"
"5331";"INDUSTRIA/ARTIGIANATO"
"5332";"INDUSTRIA/ARTIGIANATO"
"5333";"INDUSTRIA/ARTIGIANATO"
"5334";"COMMERCIO"
"5335";"AGRICOLTURA/PESCA"
"5336";"AGRICOLTURA/PESCA"
"5338";"AGRICOLTURA/PESCA-COMMERCIO"
"5339";"SERVIZI"
"5340";"INDUSTRIA/ARTIGIANATO"
"5341";"INDUSTRIA/ARTIGIANATO"
"5343";"INDUSTRIA/ARTIGIANATO"
"5344";"AGRICOLTURA/PESCA"
"5345";"INDUSTRIA/ARTIGIANATO"
"5346";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5348";"SERVIZI"
"5350";"INDUSTRIA/ARTIGIANATO"
"5351";"INDUSTRIA/ARTIGIANATO"
"5353";"AGRICOLTURA/PESCA"
"5355";"INDUSTRIA/ARTIGIANATO"
"5356";"INDUSTRIA/ARTIGIANATO"
"5357";"COMMERCIO"
"5360";"SERVIZI"
"5361";"SERVIZI"
"5362";"SERVIZI"
"5364";"SERVIZI"
"5365";"AGRICOLTURA/PESCA"
"5368";"SERVIZI"
"5369";"SERVIZI"
"5371";"SERVIZI"
"5372";"SERVIZI"
"5373";"COMMERCIO"
"5374";"INDUSTRIA/ARTIGIANATO"
"5375";"AGRICOLTURA/PESCA"
"5376";"INDUSTRIA/ARTIGIANATO"
"5377";"INDUSTRIA/ARTIGIANATO"
"5378";"COMMERCIO"
"5379";"INDUSTRIA/ARTIGIANATO"
"5380";"INDUSTRIA/ARTIGIANATO"
"5381";"INDUSTRIA/ARTIGIANATO"
"5382";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5384";"ALTRO SETTORE-TURISMO"
"5385";"COMMERCIO"
"5387";"INDUSTRIA/ARTIGIANATO"
"5388";"SERVIZI"
"5389";"INDUSTRIA/ARTIGIANATO"
"5390";"COMMERCIO"
"5392";"SERVIZI"
"5393";"TURISMO"
"5395";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5396";"INDUSTRIA/ARTIGIANATO"
"5398";"INDUSTRIA/ARTIGIANATO"
"5399";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5400";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"5401";"SERVIZI"
"5405";"SERVIZI"
"5406";"AGRICOLTURA/PESCA"
"5409";"SERVIZI"
"5411";"SERVIZI"
"5412";"INDUSTRIA/ARTIGIANATO"
"5413";"SERVIZI"
"5415";"SERVIZI"
"5416";"AGRICOLTURA/PESCA-COMMERCIO"
"5417";"SERVIZI"
"5418";"AGRICOLTURA/PESCA"
"5420";"AGRICOLTURA/PESCA"
"5421";"INDUSTRIA/ARTIGIANATO"
"5422";"SERVIZI"
"5423";"TURISMO"
"5424";"SERVIZI"
"5425";"SERVIZI"
"5426";"AGRICOLTURA/PESCA"
"5427";"AGRICOLTURA/PESCA"
"5428";"SERVIZI"
"5430";"SERVIZI"
"5431";"SERVIZI"
"5432";"SERVIZI"
"5433";"SERVIZI"
"5434";"INDUSTRIA/ARTIGIANATO"
"5436";"INDUSTRIA/ARTIGIANATO"
"5437";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5438";"INDUSTRIA/ARTIGIANATO"
"5440";"COMMERCIO"
"5442";"INDUSTRIA/ARTIGIANATO"
"5443";"COMMERCIO"
"5444";"AGRICOLTURA/PESCA"
"5446";"SERVIZI"
"5448";"INDUSTRIA/ARTIGIANATO"
"5449";"SERVIZI"
"5450";"INDUSTRIA/ARTIGIANATO"
"5451";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"5452";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5453";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5454";"COMMERCIO-SERVIZI"
"5456";"INDUSTRIA/ARTIGIANATO"
"5457";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5458";"COMMERCIO"
"5459";"AGRICOLTURA/PESCA"
"5460";"AGRICOLTURA/PESCA"
"5462";"SERVIZI"
"5464";"COMMERCIO"
"5466";"INDUSTRIA/ARTIGIANATO"
"5468";"INDUSTRIA/ARTIGIANATO"
"5469";"SERVIZI"
"5470";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5472";"TURISMO"
"5474";"AGRICOLTURA/PESCA-COMMERCIO"
"5475";"COMMERCIO"
"5476";"INDUSTRIA/ARTIGIANATO"
"5477";"TURISMO"
"5479";"TURISMO"
"5480";"TURISMO"
"5481";"SERVIZI"
"5482";"AGRICOLTURA/PESCA"
"5483";"INDUSTRIA/ARTIGIANATO"
"5484";"INDUSTRIA/ARTIGIANATO"
"5485";"AGRICOLTURA/PESCA"
"5486";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"5487";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5489";"AGRICOLTURA/PESCA"
"5491";"AGRICOLTURA/PESCA"
"5492";"SERVIZI"
"5494";"INDUSTRIA/ARTIGIANATO"
"5495";"SERVIZI"
"5496";"INDUSTRIA/ARTIGIANATO"
"5498";"COMMERCIO-SERVIZI"
"5499";"AGRICOLTURA/PESCA"
"5500";"ALTRO SETTORE"
"5501";"AGRICOLTURA/PESCA"
"5502";"SERVIZI"
"5503";"AGRICOLTURA/PESCA-SERVIZI"
"5505";"SERVIZI"
"5507";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5509";"AGRICOLTURA/PESCA-SERVIZI"
"5510";"COMMERCIO"
"5511";"COMMERCIO-SERVIZI"
"5513";"AGRICOLTURA/PESCA"
"5514";"SERVIZI"
"5516";"SERVIZI"
"5517";"AGRICOLTURA/PESCA"
"5519";"INDUSTRIA/ARTIGIANATO"
"5520";"SERVIZI"
"5522";"SERVIZI"
"5523";"INDUSTRIA/ARTIGIANATO"
"5526";"AGRICOLTURA/PESCA"
"5527";"SERVIZI"
"5529";"AGRICOLTURA/PESCA"
"5530";"SERVIZI"
"5532";"INDUSTRIA/ARTIGIANATO"
"5535";"SERVIZI"
"5536";"COMMERCIO"
"5537";"SERVIZI-TURISMO"
"5538";"SERVIZI"
"5540";"SERVIZI"
"5541";"INDUSTRIA/ARTIGIANATO"
"5543";"INDUSTRIA/ARTIGIANATO"
"5545";"INDUSTRIA/ARTIGIANATO"
"5546";"SERVIZI"
"5547";"SERVIZI"
"5548";"COMMERCIO"
"5549";"SERVIZI"
"5550";"INDUSTRIA/ARTIGIANATO"
"5551";"SERVIZI"
"5553";"SERVIZI"
"5554";"COMMERCIO"
"5555";"AGRICOLTURA/PESCA"
"5556";"COMMERCIO"
"5557";"COMMERCIO"
"5558";"SERVIZI"
"5559";"SERVIZI"
"5560";"SERVIZI"
"5564";"AGRICOLTURA/PESCA"
"5567";"COMMERCIO"
"5569";"SERVIZI"
"5570";"AGRICOLTURA/PESCA"
"5571";"INDUSTRIA/ARTIGIANATO"
"5572";"COMMERCIO"
"5573";"INDUSTRIA/ARTIGIANATO"
"5574";"AGRICOLTURA/PESCA-SERVIZI"
"5576";"SERVIZI"
"5577";"INDUSTRIA/ARTIGIANATO"
"5579";"AGRICOLTURA/PESCA"
"5580";"SERVIZI"
"5581";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5583";"INDUSTRIA/ARTIGIANATO"
"5585";"AGRICOLTURA/PESCA"
"5586";"AGRICOLTURA/PESCA-SERVIZI"
"5587";"TURISMO"
"5589";"INDUSTRIA/ARTIGIANATO"
"5590";"AGRICOLTURA/PESCA"
"5591";"AGRICOLTURA/PESCA"
"5592";"AGRICOLTURA/PESCA"
"5593";"SERVIZI"
"5598";"TURISMO"
"5599";"AGRICOLTURA/PESCA"
"5600";"COMMERCIO-SERVIZI"
"5602";"COMMERCIO"
"5603";"ALTRO SETTORE-SERVIZI"
"5604";"ALTRO SETTORE-COMMERCIO"
"5605";"INDUSTRIA/ARTIGIANATO"
"5606";"INDUSTRIA/ARTIGIANATO"
"5607";"ALTRO SETTORE-SERVIZI"
"5609";"AGRICOLTURA/PESCA"
"5610";"AGRICOLTURA/PESCA"
"5611";"SERVIZI"
"5612";"ALTRO SETTORE-SERVIZI"
"5613";"COMMERCIO"
"5614";"AGRICOLTURA/PESCA"
"5615";"INDUSTRIA/ARTIGIANATO"
"5616";"INDUSTRIA/ARTIGIANATO"
"5619";"INDUSTRIA/ARTIGIANATO"
"5620";"SERVIZI"
"5621";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5622";"SERVIZI"
"5624";"INDUSTRIA/ARTIGIANATO"
"5625";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5626";"INDUSTRIA/ARTIGIANATO"
"5627";"AGRICOLTURA/PESCA"
"5628";"SERVIZI"
"5630";"SERVIZI"
"5633";"INDUSTRIA/ARTIGIANATO"
"5635";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5637";"AGRICOLTURA/PESCA"
"5639";"INDUSTRIA/ARTIGIANATO"
"5640";"SERVIZI"
"5641";"INDUSTRIA/ARTIGIANATO"
"5642";"INDUSTRIA/ARTIGIANATO"
"5643";"INDUSTRIA/ARTIGIANATO"
"5645";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5646";"INDUSTRIA/ARTIGIANATO"
"5647";"AGRICOLTURA/PESCA"
"5648";"SERVIZI"
"5651";"SERVIZI"
"5652";"AGRICOLTURA/PESCA"
"5653";"AGRICOLTURA/PESCA-COMMERCIO"
"5654";"AGRICOLTURA/PESCA"
"5655";"AGRICOLTURA/PESCA"
"5656";"AGRICOLTURA/PESCA"
"5657";"INDUSTRIA/ARTIGIANATO"
"5658";"SERVIZI"
"5659";"INDUSTRIA/ARTIGIANATO"
"5661";"SERVIZI"
"5662";"TURISMO"
"5663";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5664";"COMMERCIO"
"5665";"SERVIZI"
"5667";"COMMERCIO"
"5669";"INDUSTRIA/ARTIGIANATO"
"5670";"SERVIZI"
"5671";"AGRICOLTURA/PESCA"
"5672";"AGRICOLTURA/PESCA"
"5673";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5676";"INDUSTRIA/ARTIGIANATO"
"5677";"SERVIZI"
"5678";"SERVIZI"
"5679";"SERVIZI"
"5680";"AGRICOLTURA/PESCA"
"5681";"COMMERCIO"
"5682";"AGRICOLTURA/PESCA"
"5683";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5684";"AGRICOLTURA/PESCA-TURISMO"
"5686";"AGRICOLTURA/PESCA"
"5688";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5690";"INDUSTRIA/ARTIGIANATO"
"5692";"SERVIZI"
"5693";"INDUSTRIA/ARTIGIANATO"
"5694";"AGRICOLTURA/PESCA"
"5695";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5696";"TURISMO"
"5697";"SERVIZI"
"5698";"SERVIZI-TURISMO"
"5699";"COMMERCIO"
"5700";"COMMERCIO"
"5701";"INDUSTRIA/ARTIGIANATO"
"5702";"SERVIZI"
"5704";"AGRICOLTURA/PESCA"
"5705";"INDUSTRIA/ARTIGIANATO"
"5707";"INDUSTRIA/ARTIGIANATO"
"5709";"AGRICOLTURA/PESCA"
"5710";"COMMERCIO"
"5711";"SERVIZI"
"5713";"COMMERCIO"
"5714";"SERVIZI"
"5716";"TURISMO"
"5717";"SERVIZI"
"5718";"SERVIZI"
"5719";"AGRICOLTURA/PESCA"
"5723";"SERVIZI"
"5730";"AGRICOLTURA/PESCA"
"5731";"AGRICOLTURA/PESCA"
"5732";"INDUSTRIA/ARTIGIANATO"
"5733";"AGRICOLTURA/PESCA"
"5734";"INDUSTRIA/ARTIGIANATO"
"5735";"SERVIZI"
"5736";"INDUSTRIA/ARTIGIANATO"
"5737";"COMMERCIO"
"5739";"INDUSTRIA/ARTIGIANATO"
"5740";"AGRICOLTURA/PESCA"
"5741";"COMMERCIO"
"5742";"SERVIZI"
"5743";"SERVIZI"
"5744";"SERVIZI"
"5745";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO-SERVIZI"
"5749";"INDUSTRIA/ARTIGIANATO"
"5750";"INDUSTRIA/ARTIGIANATO"
"5751";"AGRICOLTURA/PESCA"
"5753";"AGRICOLTURA/PESCA"
"5754";"COMMERCIO"
"5755";"AGRICOLTURA/PESCA"
"5756";"INDUSTRIA/ARTIGIANATO"
"5757";"AGRICOLTURA/PESCA"
"5759";"AGRICOLTURA/PESCA"
"5760";"SERVIZI"
"5762";"SERVIZI"
"5763";"SERVIZI"
"5764";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5765";"AGRICOLTURA/PESCA"
"5766";"AGRICOLTURA/PESCA"
"5767";"SERVIZI"
"5768";"AGRICOLTURA/PESCA"
"5769";"SERVIZI"
"5770";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5771";"INDUSTRIA/ARTIGIANATO"
"5772";"INDUSTRIA/ARTIGIANATO"
"5773";"SERVIZI"
"5774";"SERVIZI"
"5775";"COMMERCIO"
"5776";"INDUSTRIA/ARTIGIANATO"
"5777";"SERVIZI"
"5778";"AGRICOLTURA/PESCA"
"5780";"AGRICOLTURA/PESCA"
"5782";"COMMERCIO"
"5784";"COMMERCIO"
"5785";"INDUSTRIA/ARTIGIANATO"
"5787";"AGRICOLTURA/PESCA"
"5790";"INDUSTRIA/ARTIGIANATO"
"5791";"SERVIZI"
"5792";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5794";"SERVIZI"
"5795";"SERVIZI"
"5796";"INDUSTRIA/ARTIGIANATO"
"5797";"SERVIZI"
"5798";"INDUSTRIA/ARTIGIANATO"
"5799";"AGRICOLTURA/PESCA"
"5800";"INDUSTRIA/ARTIGIANATO"
"5801";"INDUSTRIA/ARTIGIANATO"
"5802";"INDUSTRIA/ARTIGIANATO"
"5803";"SERVIZI"
"5806";"SERVIZI"
"5807";"INDUSTRIA/ARTIGIANATO"
"5810";"INDUSTRIA/ARTIGIANATO"
"5811";"COMMERCIO"
"5812";"AGRICOLTURA/PESCA"
"5814";"COMMERCIO"
"5815";"AGRICOLTURA/PESCA-COMMERCIO"
"5816";"SERVIZI"
"5817";"INDUSTRIA/ARTIGIANATO-SERVIZI"
"5818";"INDUSTRIA/ARTIGIANATO"
"5820";"INDUSTRIA/ARTIGIANATO"
"5822";"ALTRO SETTORE-INDUSTRIA/ARTIGIANATO"
"5823";"SERVIZI"
"5824";"INDUSTRIA/ARTIGIANATO"
"5825";"SERVIZI"
"5826";"SERVIZI"
"5827";"AGRICOLTURA/PESCA"
"5829";"AGRICOLTURA/PESCA"
"5830";"INDUSTRIA/ARTIGIANATO"
"5831";"INDUSTRIA/ARTIGIANATO"
"5832";"SERVIZI"
"5833";"SERVIZI"
"5834";"COMMERCIO"
"5836";"INDUSTRIA/ARTIGIANATO"
"5837";"SERVIZI"
"5842";"SERVIZI"
"5844";"INDUSTRIA/ARTIGIANATO"
"5845";"SERVIZI"
"5846";"SERVIZI"
"5847";"AGRICOLTURA/PESCA"
"5849";"COMMERCIO"
"5850";"INDUSTRIA/ARTIGIANATO"
"5854";"SERVIZI"
"5855";"INDUSTRIA/ARTIGIANATO"
"5856";"AGRICOLTURA/PESCA"
"5857";"COMMERCIO-INDUSTRIA/ARTIGIANATO"
"5858";"INDUSTRIA/ARTIGIANATO"
"5859";"SERVIZI"
"5860";"INDUSTRIA/ARTIGIANATO"
"5861";"AGRICOLTURA/PESCA-INDUSTRIA/ARTIGIANATO"
"5863";"AGRICOLTURA/PESCA"
"5866";"SERVIZI"
"5867";"SERVIZI"
"5869";"INDUSTRIA/ARTIGIANATO"
"5871";"SERVIZI"
"5872";"AGRICOLTURA/PESCA"
"5873";"TURISMO"
"5874";"INDUSTRIA/ARTIGIANATO"
"5875";"SERVIZI"
"5877";"SERVIZI"
"5878";"AGRICOLTURA/PESCA"
"5879";"AGRICOLTURA/PESCA"
"5881";"AGRICOLTURA/PESCA"
"5882";"AGRICOLTURA/PESCA"
"5883";"INDUSTRIA/ARTIGIANATO"
"5884";"SERVIZI"
"5885";"AGRICOLTURA/PESCA"
"5886";"AGRICOLTURA/PESCA"
"5887";"INDUSTRIA/ARTIGIANATO"
"5888";"AGRICOLTURA/PESCA"
"5889";"AGRICOLTURA/PESCA"
"5890";"ALTRO SETTORE-SERVIZI"
"5891";"INDUSTRIA/ARTIGIANATO"
"5892";"AGRICOLTURA/PESCA"
"5893";"AGRICOLTURA/PESCA"
"5895";"COMMERCIO"
